"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://teksea.net/mercados-que-atendemos/defesa-seguranca/","1","Arquivo de Defesa & Segurança — TekSea","38","373","Indexable",""
"https://teksea.net/produto/kral-display-e-unidade-de-processamento-bem500/","1","KRAL Display e Unidade de Processamento BEM500 — TekSea","55","556","Indexable",""
"https://teksea.net/produto/ups-industrial-scr-igbt/","1","UPS Industrial SCR-IGBT — TekSea","32","310","Indexable",""
"https://teksea.net/produto/tms-1000-monitoracao-e-alarmes-de-tanques/","1","TMS-1000 Monitoração e Alarmes de Tanques — TekSea","50","506","Indexable",""
"https://teksea.net/subcategoria/protecao/","1","Arquivo de Proteção — TekSea","28","274","Indexable",""
"https://teksea.net/mercados-que-atendemos/acucar-etanol/","1","Arquivo de Açúcar & Etanol — TekSea","35","333","Indexable",""
"https://teksea.net/segmento/automacao/","1","Arquivo de Automação — TekSea","29","296","Indexable",""
"https://teksea.net/mercados-que-atendemos/siderurgia-mineracao/","1","Arquivo de Siderurgia & Mineração — TekSea","42","400","Indexable",""
"https://teksea.net/noticias/","1","Notícias — TekSea","17","166","Indexable",""
"https://teksea.net/segmento/acessorios/","1","Arquivo de Acessórios — TekSea","30","291","Indexable",""
"https://teksea.net/produto/marine-paineis-distribuicao-principal-e-auxiliares/","1","MARINE | Painéis Distribuição Principal e Auxiliares — TekSea","61","549","Indexable",""
"https://teksea.net/produto/kral-estacoes-oleo-lubrificante/","1","KRAL | Estações Óleo Lubrificante — TekSea","42","396","Indexable",""
"https://teksea.net/produto/kral-bombas-serie-k/","1","KRAL Bombas | Série K — TekSea","30","299","Indexable",""
"https://teksea.net/mercados-que-atendemos/energia/","1","Arquivo de Energia — TekSea","27","260","Indexable",""
"https://teksea.net/subcategoria/inversor-cc-ca-com-chave-estatica/","1","Arquivo de Inversor CC/CA com Chave Estática — TekSea","53","512","Indexable",""
"https://teksea.net/produto/radares/","1","Radares — TekSea","16","166","Indexable",""
"https://teksea.net/produto/display-ecdis/","1","Display ECDIS — TekSea","22","216","Indexable",""
"https://teksea.net/produto/tekmation-iamcs-sistema-integrado-de-automacao/","1","Tekmation IAMCS | Sistema Integrado de Automação — TekSea","57","568","Indexable",""
"https://teksea.net/subcategoria/bombas-de-parafuso-duplo/","1","Arquivo de Bombas de Parafuso Duplo — TekSea","44","435","Indexable",""
"https://teksea.net/segmento/energia-critica/","1","Arquivo de Energia Crítica — TekSea","35","323","Indexable",""
"https://teksea.net/subcategoria/chaveados-modulares-tps/","1","Arquivo de Chaveados Modulares TPS — TekSea","43","433","Indexable",""
"https://teksea.net/produto/ams1024-modulo-para-monitoracao-e-alarmes/","1","AMS1024 | Módulo para Monitoração e Alarmes — TekSea","52","518","Indexable",""
"https://teksea.net/eventos/mostra-bid-brasil/","1","Mostra BID Brasil — TekSea","26","246","Indexable",""
"https://teksea.net/videos/teksea-telecom-energia-que-conecta-o-mundo/","1","TekSea Telecom – Energia que Conecta o Mundo! — TekSea","54","537","Indexable",""
"https://teksea.net/eventos/fiee-feira-internacional-da-industria-eletrica/","1","FIEE – Feira Internacional da Indústria Elétrica — TekSea","57","502","Indexable",""
"https://teksea.net/mercados-que-atendemos/papel-celulose/","1","Arquivo de Papel & Celulose — TekSea","36","343","Indexable",""
"https://teksea.net/produto/fire-system/","1","Fire System — TekSea","20","199","Indexable",""
"https://teksea.net/mercados-que-atendemos/naval-portos/","1","Arquivo de Naval & Portos — TekSea","34","325","Indexable",""
"https://teksea.net/produto/bnwas-bridge-navigational-watch-alarm-system/","1","BNWAS | Bridge Navigational Watch Alarm System — TekSea","55","544","Indexable",""
"https://teksea.net/produto/corenet-corebox-g2/","1","CoreNET Corebox-G2 — TekSea","27","282","Indexable",""
"https://teksea.net/produto/corebox-smart-g1/","1","CoreBox Smart G1 — TekSea","25","258","Indexable",""
"https://teksea.net/fale-conosco/","1","Fale Conosco — TekSea","21","213","Indexable",""
"https://teksea.net/produto/kral-fluxometro-serie-omp/","1","KRAL | Fluxometro Série OMP — TekSea","36","359","Indexable",""
"https://teksea.net/videos/","1","Arquivo Vídeos — TekSea","23","227","Indexable",""
"https://teksea.net/produto/retificador-carregador-chaveado-tps-24/","1","Retificador / Carregador Chaveado TPS 24 — TekSea","49","471","Indexable",""
"https://teksea.net/videos/tekpower-scr-espanol-retificador-cargador/","1","TEKPOWER SCR (Español) | Retificador Cargador — TekSea","54","527","Indexable",""
"https://teksea.net/subcategoria/inversor-cc-ca/","1","Arquivo de Inversor CC/CA — TekSea","34","330","Indexable",""
"https://teksea.net/consolidacao-de-parceria-entre-empresas-enel-e-teksea/","1","Consolidação de parceria entre empresas Enel e Teksea — TekSea","62","593","Indexable",""
"https://teksea.net/atividades-no-navio-fsru-bw-magna-sob-um-novo-mundo-pos-virus/","1","Atividades no navio FSRU “BW Magna”, sob um “novo mundo – pós vírus” — TekSea","77","742","Indexable",""
"https://teksea.net/novo-navio-petroleiro-equipado-com-sistemas-teksea-rumo-a-fernando-de-noronha/","1","Novo navio petroleiro equipado com sistemas Teksea rumo a Fernando de Noronha — TekSea","86","836","Indexable",""
"https://teksea.net/produto/ccm-centro-de-controle-de-motores/","1","CCM | Centro de Controle de Motores — TekSea","44","425","Indexable",""
"https://teksea.net/teksea-entrega-sistemas-de-energia-controle-comunicacao-e-automacao-para-navio-de-transporte-de-combustiveis/","1","TEKSEA entrega sistemas de energia, controle, comunicação e automação para navio de transporte de combustíveis. — TekSea","120","1136","Indexable",""
"https://teksea.net/noticias/page/2/","1","Notícias — Página 2 de 2 — TekSea","33","313","Indexable",""
"https://teksea.net/produto/retificador-carregador-chaveado-portatil-tps125-p/","1","Retificador / Carregador Chaveado Portátil TPS125-P — TekSea","60","567","Indexable",""
"https://teksea.net/central-de-documentos/?jsf=jet-engine&meta=pdf_tipo:manual","1","Central de Documentos — TekSea","30","303","Non-Indexable","Canonicalised"
"https://teksea.net/central-de-documentos/?jsf=jet-engine&meta=pdf_tipo:catalogo","1","Central de Documentos — TekSea","30","303","Non-Indexable","Canonicalised"
"https://teksea.net/2026/04/07/","1","7 de abril de 2026 — TekSea","27","251","Non-Indexable","noindex"
"https://teksea.net/videos/tekmation-thor-monitoramento-inteligente-para-telecomunicacoes/","1","Tekmation THOR | Monitoramento Inteligente para Telecomunicações — TekSea","73","717","Indexable",""
"https://teksea.net/produto/tekcharger-swm/","1","Tekcharger SWM — TekSea","23","246","Indexable",""
"https://teksea.net/videos/tekpower-tps-retificador-carregador/","1","TEKPOWER TPS | Retificador Carregador — TekSea","46","456","Indexable",""
"https://teksea.net/subcategoria/navegacao-e-comunicacao/","1","Arquivo de Navegação & Comunicação — TekSea","43","437","Indexable",""
"https://teksea.net/2026/03/25/","1","25 de março de 2026 — TekSea","28","280","Non-Indexable","noindex"
"https://teksea.net/produto/kral-bombas-z-series/","1","KRAL Bombas | Z Series — TekSea","31","308","Indexable",""
"https://teksea.net/produto/vhf-icom-m506/","1","VHF ICOM M506 — TekSea","22","240","Indexable",""
"https://teksea.net/produto/kral-bombas-serie-l/","1","KRAL Bombas | Série L — TekSea","30","297","Indexable",""
"https://teksea.net/produto/retificador-carregador-chaveado-tps-48/","1","Retificador / Carregador Chaveado TPS 48 — TekSea","49","471","Indexable",""
"https://teksea.net/produto/motor-h-eco/","1","Motor H-ECO — TekSea","20","209","Indexable",""
"https://teksea.net/entrega-de-sistemas-de-energia-a-eletrobras-furnas/","1","Entrega de sistemas de energia à Eletrobras Furnas — TekSea","59","553","Indexable",""
"https://teksea.net/teksea-obtem-certificacao-iso-450012018-e-fortalece-sua-cultura-de-saude-e-seguranca-no-trabalho/","1","TekSea obtém certificação ISO 45001:2018 e fortalece sua cultura de saúde e segurança no trabalho. — TekSea","107","994","Indexable",""
"https://teksea.net/teksea-conquista-certificacao-iso-140012015-e-reforca-seu-compromisso-com-a-sustentabilidade-e-a-gestao-ambiental-responsavel/","1","TekSea conquista certificação ISO 14001:2015 e reforça seu compromisso com a sustentabilidade e a gestão ambiental responsável. — TekSea","136","1280","Indexable",""
"https://teksea.net/videos/tekpower-scr-retificador-carregador/","1","TEKPOWER SCR | Retificador Carregador — TekSea","46","456","Indexable",""
"https://teksea.net/produto/ups-industrial-full-igbt/","1","UPS Industrial Full-IGBT — TekSea","33","305","Indexable",""
"https://teksea.net/produto/ups-comercial/","1","UPS Comercial — TekSea","22","227","Indexable",""
"https://teksea.net/produto/conversor-estatico-de-frequencia-400hz/","1","Conversor Estático de Frequência 400Hz — TekSea","47","454","Indexable",""
"https://teksea.net/produto/inversor-cc-ca-rack-19/","1","Inversor CC/CA Rack 19'' — TekSea","33","311","Indexable",""
"https://teksea.net/produto/ups-modular/","1","UPS Modular — TekSea","20","209","Indexable",""
"https://teksea.net/produto/inversor-cc-ca-industrial/","1","Inversor CC/CA Industrial — TekSea","34","318","Indexable",""
"https://teksea.net/produto/kral-bombas-serie-c/","1","KRAL Bombas | Série C — TekSea","30","299","Indexable",""
"https://teksea.net/produto/wheelhouse-tekmation-computer-touch-screen/","1","Wheelhouse | Tekmation Computer Touch Screen — TekSea","53","535","Indexable",""
"https://teksea.net/central-de-documentos/","1","Central de Documentos — TekSea","30","303","Indexable",""
"https://teksea.net/teksea-entrega-1-dos-6-rebocadores-a-svitzer/","1","TEKSEA entrega 1° dos 6 rebocadores a SVITZER — TekSea","54","529","Indexable",""
"https://teksea.net/videos/tekpower-bki-sistemas-inversores-cc-ca-com-chave-estatica/","1","TEKPOWER BKI | SISTEMAS INVERSORES CC/CA COM CHAVE ESTÁTICA — TekSea","68","741","Indexable",""
"https://teksea.net/2026/02/26/","1","26 de fevereiro de 2026 — TekSea","32","303","Non-Indexable","noindex"
"https://teksea.net/videos/sistema-de-energia-para-telecomunicacoes-tekpower-by-teksea/","1","Sistema de Energia para Telecomunicações | TekPower by TekSea — TekSea","70","686","Indexable",""
