"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://teksea.net/eventos/flibs-fort-lauderdale-international-boat-show/","text/html; charset=UTF-8","200","OK","Indexable","","FLIBS Fort Lauderdale International Boat Show — TekSea","54","508","","0","0","","0","","0","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/eventos/flibs-fort-lauderdale-international-boat-show/","","","","","","702034","105299","105299","40.338","","607","181","3.354","36.461","Hard","1.014","1","2","","16","8","0","7.270","141","60","0","12","10","0","","","","","6c2fde8b9ccce592baac3b9633fe7982","0.132","Wed, 08 Jul 2026 00:38:43 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/eventos/flibs-fort-lauderdale-international-boat-show/","2026-07-09 09:45:51"
"https://teksea.net/wp-content/uploads/2026/02/img_utilidades_e_infraestrutura.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","280828","280828","280828","107.580","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.083","Mon, 30 Mar 2026 21:07:28 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/02/img_utilidades_e_infraestrutura.webp","2026-07-09 09:45:53"
"https://teksea.net/wp-content/plugins/gtranslate/js/dropdown.js?ver=3.1.1","text/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4498","4498","4498","1.723","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.035","Wed, 10 Jun 2026 15:01:26 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/plugins/gtranslate/js/dropdown.js?ver=3.1.1","2026-07-09 09:45:54"
"https://teksea.net/wp-content/uploads/2026/03/kral_esta_es_leo_lubrificante-1024x1024.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","71796","71796","71796","27.504","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.082","Mon, 30 Mar 2026 21:07:27 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/03/kral_esta_es_leo_lubrificante-1024x1024.webp","2026-07-09 09:45:54"
"https://teksea.net/wp-content/uploads/2026/03/ams1024_m_dulo_para_monitora_o_e_alarmes-1024x1024.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","27558","27558","27558","10.557","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.045","Mon, 30 Mar 2026 21:07:27 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/03/ams1024_m_dulo_para_monitora_o_e_alarmes-1024x1024.webp","2026-07-09 09:45:54"
"https://teksea.net/eventos/international-workboat-show/","text/html; charset=UTF-8","200","OK","Indexable","","International WorkBoat Show — TekSea","36","352","","0","0","","0","","0","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/eventos/international-workboat-show/","","","","","","707400","105616","105616","40.459","","606","181","3.348","37.168","Hard","1.004","1","2","","16","8","0","7.270","141","60","0","12","10","0","","","","","fd17180d1d2b4196931fa695328bede1","0.073","Tue, 07 Jul 2026 16:40:52 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/eventos/international-workboat-show/","2026-07-09 09:45:53"
"https://teksea.net/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","text/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","30368","30368","30368","11.633","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.096","Mon, 30 Mar 2026 21:27:04 GMT","","","","","1.1","","","","","","https://teksea.net/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","2026-07-09 09:45:54"
"https://teksea.net/mercados-que-atendemos/telecomunicacoes/","text/html; charset=UTF-8","200","OK","Indexable","","Arquivo de Telecomunicações — TekSea","36","361","","0","0","","0","Telecomunicações","16","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/mercados-que-atendemos/telecomunicacoes/","","","","","","601036","95056","95056","36.414","","442","131","3.374","30.956","Hard","1.010","1","2","","335","110","0","100.000","139","56","0","10","9","0","","","","","3ca98649cbf518de137a0d3a868189","0.055","Tue, 07 Jul 2026 18:43:41 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/mercados-que-atendemos/telecomunicacoes/","2026-07-09 09:45:54"
"https://teksea.net/wp-content/cache/min/1/wp-content/themes/hello-elementor/assets/js/hello-frontend.js?ver=1782299569","text/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","548","548","548","0.210","","0","","","","","0.000","1","9","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.122","Wed, 24 Jun 2026 11:12:49 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/cache/min/1/wp-content/themes/hello-elementor/assets/js/hello-frontend.js?ver=1782299569","2026-07-09 09:45:54"
"https://teksea.net/wp-content/uploads/2026/02/svg-Papel-Celulose.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","785","785","785","0.301","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.033","Mon, 30 Mar 2026 21:07:28 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/02/svg-Papel-Celulose.svg","2026-07-09 09:45:55"
"https://teksea.net/wp-content/uploads/2026/03/gradil_tekbox_1-1024x1024.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","47034","47034","47034","18.018","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.150","Tue, 07 Apr 2026 18:00:21 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/03/gradil_tekbox_1-1024x1024.webp","2026-07-09 09:45:55"
"https://teksea.net/mercados-que-atendemos/petroleo-gas/","text/html; charset=UTF-8","200","OK","Indexable","","Arquivo de Petróleo & Gás — TekSea","34","326","","0","0","","0","Petróleo & Gás","14","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/mercados-que-atendemos/petroleo-gas/","https://teksea.net/mercados-que-atendemos/petroleo-gas/page/2/","","","","","630859","96836","96836","37.096","","506","152","3.329","38.436","Hard","1.023","1","2","","335","110","0","100.000","153","61","0","10","9","0","","","","","c2fe4021a64c3e2f40c897c90689b40d","0.060","Tue, 07 Jul 2026 18:41:15 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/mercados-que-atendemos/petroleo-gas/","2026-07-09 09:45:54"
"https://teksea.net/wp-content/uploads/2026/02/svg-Representante.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","967","967","967","0.370","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.104","Mon, 30 Mar 2026 21:07:28 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/02/svg-Representante.svg","2026-07-09 09:45:55"
"https://teksea.net/wp-content/uploads/2026/03/images-1.jpeg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","15766","15766","15766","6.040","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.124","Mon, 30 Mar 2026 21:07:27 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/03/images-1.jpeg","2026-07-09 09:45:55"
"https://teksea.net/wp-content/uploads/2026/02/scr3_1_02_04_25-1024x1024.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","27628","27628","27628","10.584","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.020","Thu, 02 Apr 2026 17:26:40 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/02/scr3_1_02_04_25-1024x1024.webp","2026-07-09 09:45:55"
"https://teksea.net/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","text/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4872","4872","4872","1.866","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.025","Mon, 30 Mar 2026 21:27:03 GMT","","","","","1.1","","","","","","https://teksea.net/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","2026-07-09 09:45:55"
"https://teksea.net/subcategoria/gateways-proprietarios-multiprotocolos/","text/html; charset=UTF-8","200","OK","Indexable","","Arquivo de Gateways Proprietários – Multiprotocolos — TekSea","60","564","","0","0","","0","Linha de Produtos","17","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/subcategoria/gateways-proprietarios-multiprotocolos/","","","","","","640517","101107","101107","38.732","","433","128","3.383","35.178","Hard","1.000","1","2","","225","110","0","100.000","137","56","0","10","9","0","","","","","e2e78fe74210f3d8b926c0820efe3f92","0.111","Tue, 07 Jul 2026 18:20:20 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/subcategoria/gateways-proprietarios-multiprotocolos/","2026-07-09 09:45:55"
"https://teksea.net/segmento/bombas-e-fluxometros/","text/html; charset=UTF-8","200","OK","Indexable","","Arquivo de Bombas e Fluxômetros — TekSea","40","399","","0","0","","0","Bombas e Fluxômetros","20","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/segmento/bombas-e-fluxometros/","","","","","","650420","100527","100527","38.510","","487","143","3.406","39.737","Hard","0.973","1","2","","117","110","0","100.000","147","58","0","10","9","0","","","","","4f1db2a67856e6b19925e0b1056ecafa","0.125","Tue, 07 Jul 2026 17:57:53 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/segmento/bombas-e-fluxometros/","2026-07-09 09:45:55"
"https://teksea.net/subcategoria/parafuso-triplo/","text/html; charset=UTF-8","200","OK","Indexable","","Arquivo de Parafuso triplo — TekSea","35","325","","0","0","","0","Linha de Produtos","17","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/subcategoria/parafuso-triplo/","","","","","","643371","101185","101185","38.762","","449","131","3.427","38.867","Hard","1.008","1","2","","225","110","0","100.000","139","57","0","10","9","0","","","","","6e0fdc78f38b46e3b721472c72b8320f","0.131","Tue, 07 Jul 2026 19:09:17 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/subcategoria/parafuso-triplo/","2026-07-09 09:45:55"
"https://teksea.net/subcategoria/ups-nobreak/","text/html; charset=UTF-8","200","OK","Indexable","","Arquivo de UPS (Nobreak) — TekSea","33","325","","0","0","","0","Linha de Produtos","17","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/subcategoria/ups-nobreak/","","","","","","642133","100756","100756","38.598","","460","134","3.433","33.047","Hard","1.028","1","2","","225","110","0","100.000","141","58","0","10","9","0","","","","","d6111fe88fdc95c6db3fb7bd707550b5","0.105","Tue, 07 Jul 2026 18:40:01 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/subcategoria/ups-nobreak/","2026-07-09 09:45:55"
"https://teksea.net/wp-content/uploads/2026/02/svg-Naval-Portos.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","860","860","860","0.329","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.026","Mon, 30 Mar 2026 21:07:28 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/02/svg-Naval-Portos.svg","2026-07-09 09:45:56"
"https://teksea.net/subcategoria/radio-telecom/","text/html; charset=UTF-8","200","OK","Indexable","","Arquivo de Rádio & Telecom — TekSea","35","343","","0","0","","0","Linha de Produtos","17","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/subcategoria/radio-telecom/","","","","","","639807","101036","101036","38.705","","436","128","3.406","37.282","Hard","0.999","1","2","","225","110","0","100.000","138","57","0","10","9","0","","","","","bcc9efd51a24536e0652b96f912f99e1","0.053","Tue, 07 Jul 2026 22:46:12 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/subcategoria/radio-telecom/","2026-07-09 09:45:56"
"https://teksea.net/eventos/nt-expo-negocios-nos-trilhos/","text/html; charset=UTF-8","200","OK","Indexable","","NT Expo – Negócios nos Trilhos — TekSea","39","376","","0","0","","0","","0","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/eventos/nt-expo-negocios-nos-trilhos/","","","","","","703722","105997","105997","40.605","","752","199","3.779","36.612","Hard","1.143","1","2","","16","8","0","7.270","141","60","0","12","10","0","","","","","7f97fb6a330870da15a9b8aab8d9fc34","0.066","Tue, 07 Jul 2026 16:59:08 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/eventos/nt-expo-negocios-nos-trilhos/","2026-07-09 09:45:56"
"https://teksea.net/wp-content/uploads/2026/02/svg-Petroleo-Gas.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","737","737","737","0.282","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.035","Mon, 30 Mar 2026 21:07:28 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/02/svg-Petroleo-Gas.svg","2026-07-09 09:45:57"
"https://teksea.net/wp-content/uploads/2026/02/svg-fale-com-a-TekSea.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1347","1347","1347","0.516","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.076","Mon, 30 Mar 2026 21:07:28 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/02/svg-fale-com-a-TekSea.svg","2026-07-09 09:45:57"
"https://teksea.net/produto/consoles-e-mesas-de-controle/","text/html; charset=UTF-8","200","OK","Indexable","","Consoles e mesas de controle — TekSea","37","361","","0","0","","0","Consoles e mesas de controle","28","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/produto/consoles-e-mesas-de-controle/","","","","","","673506","101601","101601","38.921","","454","130","3.492","35.581","Hard","0.906","1","2","","228","110","0","100.000","135","55","0","10","9","0","","","","","5d64b563f6302bcb41823945f99f1533","0.151","Wed, 08 Jul 2026 06:11:07 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/produto/consoles-e-mesas-de-controle/","2026-07-09 09:45:56"
"https://teksea.net/wp-content/uploads/2026/02/svg-Eventos.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","356","356","356","0.136","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.082","Mon, 30 Mar 2026 21:07:28 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/02/svg-Eventos.svg","2026-07-09 09:45:58"
"https://teksea.net/wp-content/uploads/2026/03/scr_igbt_1_02_04_25-1024x1024.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","57346","57346","57346","21.968","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.144","Thu, 02 Apr 2026 17:25:17 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/03/scr_igbt_1_02_04_25-1024x1024.webp","2026-07-09 09:45:58"
"https://teksea.net/wp-content/uploads/2026/02/svg-Quem-Somos.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","277","277","277","0.106","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.030","Mon, 30 Mar 2026 21:07:28 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/02/svg-Quem-Somos.svg","2026-07-09 09:45:58"
"https://teksea.net/produto/industria-paineis-de-distribuicao-eletrica/","text/html; charset=UTF-8","200","OK","Indexable","","Indústria | Painéis de Distribuição Elétrica — TekSea","53","462","","0","0","","0","Indústria | Painéis de Distribuição Elétrica","44","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/produto/industria-paineis-de-distribuicao-eletrica/","","","","","","675999","102312","102312","39.194","","628","153","4.105","31.448","Hard","1.087","1","2","","246","110","0","100.000","135","55","0","10","9","0","","","","","bf8b39b9dbf9ceec36c109b0b8cea617","0.061","Tue, 07 Jul 2026 17:44:46 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/produto/industria-paineis-de-distribuicao-eletrica/","2026-07-09 09:45:57"
"https://teksea.net/wp-content/uploads/2026/02/svg-Documentacao.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","692","692","692","0.265","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.091","Mon, 30 Mar 2026 21:07:28 GMT","","","","","1.1","","","","","","https://teksea.net/wp-content/uploads/2026/02/svg-Documentacao.svg","2026-07-09 09:45:58"
"https://teksea.net/subcategoria/baterias/","text/html; charset=UTF-8","200","OK","Indexable","","Arquivo de Baterias — TekSea","28","267","","0","0","","0","Linha de Produtos","17","","0","SISTEMAS CA/CC","14","SISTEMAS CA/CA","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://teksea.net/subcategoria/baterias/","","","","","","633611","100268","100268","38.411","","432","125","3.456","36.281","Hard","1.006","1","2","","445","110","0","100.000","135","55","0","10","9","0","","","","","9078cc3da0e5222dab0dcc7f53c12bc","0.054","Tue, 07 Jul 2026 18:07:52 GMT","","","","pt-BR","1.1","","","","","","https://teksea.net/subcategoria/baterias/","2026-07-09 09:45:57"
